"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDownstreamProjectSectionAndListOfConnectedProjectsAppearsOnUpstreamProjectStatusPage","testDownstreamProjectSectionAndListOfConnectedProjectsAppearsOnUpstreamProjectStatusPage","Check the downstream project section and list of connected projects appear on the StatusPage of the Upstream project"
"passed","Tue Jul 25 19:32:04 GMT 2023","Tue Jul 25 19:32:06 GMT 2023","1896","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testH1HeaderBuildHistory","testH1HeaderBuildHistory","Verify the header of the 'Build  History' page"
"passed","Tue Jul 25 19:36:07 GMT 2023","Tue Jul 25 19:36:09 GMT 2023","1799","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderFromSideMenu","testRenameFolderFromSideMenu","Verify that the name of the folder can be changed through side menu"
"passed","Tue Jul 25 19:37:06 GMT 2023","Tue Jul 25 19:37:12 GMT 2023","6635","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testNewestBuildsButton","testNewestBuildsButton","Verify that set build can steps and successfully build the project"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:34:39 GMT 2023","Tue Jul 25 19:34:41 GMT 2023","2195","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testChangeProjectIcon","testChangeProjectIcon","Verify that project icon can be changed"
"passed","Tue Jul 25 19:33:43 GMT 2023","Tue Jul 25 19:33:46 GMT 2023","3316","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteUser","testDeleteUser","Delete user by 'delete user' icon in the table on the 'Manage users' page and verify that deleted user is not displayed on the 'Manage users' page"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testMultipleSpacesRenameView","testMultipleSpacesRenameView",""
"passed","Tue Jul 25 19:34:33 GMT 2023","Tue Jul 25 19:34:35 GMT 2023","1913","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testAddDescription","testAddDescription","The 'Description' can be added to the Multibranch Pipeline after clicking the 'Configure the project' link"
"passed","Tue Jul 25 19:38:45 GMT 2023","Tue Jul 25 19:38:47 GMT 2023","2186","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOrgFolderWithExistingName","testCreateOrgFolderWithExistingName","Verify that organization folder can be created with name, that is a name of other existing project"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"broken","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","beforeMethod","beforeMethod",""
"passed","Tue Jul 25 19:26:27 GMT 2023","Tue Jul 25 19:26:34 GMT 2023","6924","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddJobsToListView","testAddJobsToListView","Verify that created List Views contains added jobs:Freestyle Poject and Pipeline"
"passed","Tue Jul 25 19:37:38 GMT 2023","Tue Jul 25 19:37:38 GMT 2023","528","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFreestyleProjectWithEmptyName","testCreateFreestyleProjectWithEmptyName","Check if a new freestyle project with empty name can be created"
"passed","Tue Jul 25 19:36:40 GMT 2023","Tue Jul 25 19:36:42 GMT 2023","1984","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDisableCheckIconProjectName","testMultiConfigurationProjectDisableCheckIconProjectName","Verify that when you turn off the project, the project icon changes its status to 'disable' on the project configuration page"
"passed","Tue Jul 25 19:32:38 GMT 2023","Tue Jul 25 19:32:40 GMT 2023","1950","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUser","testCreateUser","Create user going from 'Manage Users' page with valid data and verify that new user is created and is displayed on the 'Manage users' page"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleProjectConfigureByDropdown","testFreestyleProjectConfigureByDropdown","Verify if 'Configure' menu in the Project dropdown menu on the Dashboard leads to 'Configuration' page"
"passed","Tue Jul 25 19:29:51 GMT 2023","Tue Jul 25 19:29:51 GMT 2023","616","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testEditPipelineDescription","testEditPipelineDescription","Verify the description for Pipeline project on the Pipeline page is displayed if edit description"
"passed","Tue Jul 25 19:39:02 GMT 2023","Tue Jul 25 19:39:02 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsNoDepTest","orderMethodsNoDepTest",""
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","Check if the Downstream project name link on the Status page leads to the correct Upstream project Status Page"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:35:32 GMT 2023","Tue Jul 25 19:35:34 GMT 2023","1835","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFreestyleProjectInFolder","testDeleteFreestyleProjectInFolder","Verify the ability to delete 'Freestyle Project' from the folder"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildProjectWithDiscardOldBuildsMaxLimit","testBuildProjectWithDiscardOldBuildsMaxLimit","Check if the project 'Build History' section on the side menu saves and displays exactly the same amount of builds as configured by the 'Discard Old Builds' option in the Configuration page"
"passed","Tue Jul 25 19:31:03 GMT 2023","Tue Jul 25 19:31:07 GMT 2023","3285","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamedPipelineIsDisplayedInMyViews","testRenamedPipelineIsDisplayedInMyViews","Verify if renamed pipeline is displayed in 'My Views'"
"passed","Tue Jul 25 19:35:04 GMT 2023","Tue Jul 25 19:35:05 GMT 2023","1472","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testAddFolderDescription","testAddFolderDescription","Ensure the ability to add a description to an existing folder through the field 'Description'"
"passed","Tue Jul 25 19:33:38 GMT 2023","Tue Jul 25 19:33:39 GMT 2023","1640","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:31:57 GMT 2023","Tue Jul 25 19:31:57 GMT 2023","321","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenBuildsUserPage","testUserDropdownMenuToOpenBuildsUserPage","Verify if 'Builds' link in the User dropdown menu leads to the expected page named as 'Builds for admin'"
"passed","Tue Jul 25 19:36:43 GMT 2023","Tue Jul 25 19:36:45 GMT 2023","2235","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnableCheckIconDashboardPage","testMultiConfigurationProjectEnableCheckIconDashboardPage","Check if disabled multi-configuration project can be enabled"
"passed","Tue Jul 25 19:36:09 GMT 2023","Tue Jul 25 19:36:12 GMT 2023","2332","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testFindMultiConfigurationProject","testFindMultiConfigurationProject","Verify that the so that can find a previously created multi-configuration project"
"passed","Tue Jul 25 19:38:21 GMT 2023","Tue Jul 25 19:38:21 GMT 2023","292","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:30:02 GMT 2023","Tue Jul 25 19:30:05 GMT 2023","2347","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:36:36 GMT 2023","Tue Jul 25 19:36:38 GMT 2023","1937","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDisableCheckIconDashboardPage","testMultiConfigurationProjectDisableCheckIconDashboardPage","Check if multi-configuration project can be disabled"
"passed","Tue Jul 25 19:38:41 GMT 2023","Tue Jul 25 19:38:43 GMT 2023","1156","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOrgFolder","testCreateOrgFolder","Verify that organization folder can be created"
"passed","Tue Jul 25 19:32:01 GMT 2023","Tue Jul 25 19:32:02 GMT 2023","320","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenMyViewsUserPage","testUserDropdownMenuToOpenMyViewsUserPage","Verify if click on 'My views' link in the User dropdown menu leads to the views page that confirmed by 'My views' breadcrumb"
"passed","Tue Jul 25 19:27:33 GMT 2023","Tue Jul 25 19:27:33 GMT 2023","637","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfilePreviewDescription","testUserProfilePreviewDescription","Verify if description text is the same as expected after clicking 'Preview' link on the Status User Page"
"passed","Tue Jul 25 19:32:03 GMT 2023","Tue Jul 25 19:32:03 GMT 2023","414","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserNameInHeaderAndInUserPage","testUserNameInHeaderAndInUserPage","Verify that User name in the header and on the User page are the same and the User page has User ID"
"passed","Tue Jul 25 19:35:11 GMT 2023","Tue Jul 25 19:35:13 GMT 2023","1068","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFolder","testCreateFolder","Verify the ability to create a new folder for organizing items"
"passed","Tue Jul 25 19:34:47 GMT 2023","Tue Jul 25 19:34:49 GMT 2023","1351","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testEnableMultiBranchPipeline","testEnableMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be enable"
"passed","Tue Jul 25 19:38:06 GMT 2023","Tue Jul 25 19:38:07 GMT 2023","486","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:38:07 GMT 2023","Tue Jul 25 19:38:08 GMT 2023","500","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:27:45 GMT 2023","Tue Jul 25 19:27:46 GMT 2023","568","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testEditDescription","testEditDescription","Verify if expected description of the project has been updated"
"passed","Tue Jul 25 19:33:14 GMT 2023","Tue Jul 25 19:33:16 GMT 2023","1788","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:32:25 GMT 2023","Tue Jul 25 19:32:26 GMT 2023","1197","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCheckIconSize","testCheckIconSize","The 'Jenkins Credentials Provider' icon is reduced in size when the 'S' button is pressed"
"passed","Tue Jul 25 19:31:42 GMT 2023","Tue Jul 25 19:31:45 GMT 2023","2621","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testRenameOrganizationFolder","testRenameOrganizationFolder","Verify that the 'Organization Folder' can be renamed"
"passed","Tue Jul 25 19:35:35 GMT 2023","Tue Jul 25 19:35:37 GMT 2023","2280","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateMultiConfigurationProjectInFolder","testCreateMultiConfigurationProjectInFolder","Verify the ability to create a 'Multi-configuration project' in existed folder"
